,apartment,approveddate,bbl,bin,block,boroid,borough,buildingid,censustract,certifieddate,class,communityboard,councildistrict,currentstatus,currentstatusdate,currentstatusid,highhousenumber,housenumber,inspectiondate,latitude,longitude,lot,lowhousenumber,newcertifybydate,newcorrectbydate,novdescription,novid,novissueddate,novtype,nta,ordernumber,originalcertifybydate,originalcorrectbydate,postcode,registrationid,story,streetcode,streetname,violationid,violationstatus
14,1,2018-01-01,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-01-13,C,10,43,VIOLATION CLOSED,2018-02-09,19,411,411,2018-01-01,40.61321,-74.032762,7501,411,,,"SECTION 27-2029 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5973708,2018-01-02,Original,Bay Ridge,666,2018-01-14,2018-01-02,11209,383498,1,11480,99 STREET,12167529,Close
15,1,2018-01-03,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-01-25,B,10,43,VIOLATION DISMISSED,2018-04-09,9,411,411,2018-01-03,40.61321,-74.032762,7501,411,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5975183,2018-01-04,Original,Bay Ridge,1503,2018-02-22,2018-02-08,11209,383498,1,11480,99 STREET,12170599,Close
16,1,2018-01-11,3061317501,3156033,6131,3,BROOKLYN,934382,162,,C,10,43,VIOLATION CLOSED,2018-01-13,19,411,411,2018-01-10,40.61321,-74.032762,7501,411,,,"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5989834,2018-01-12,Original,Bay Ridge,670,2018-01-23,2018-01-11,11209,383498,1,11480,99 STREET,12186361,Close
17,1,2017-09-19,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-10-23,C,10,43,NOT COMPLIED WITH,2017-10-25,21,411,411,2017-09-18,40.61321,-74.032762,7501,411,,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 4; WG TO REPAIR = 4; MISSING AND IMPROPERLY INSTALLED        LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5853769,2017-09-20,Original,Bay Ridge,790,2017-10-23,2017-10-18,11209,383498,1,11480,99 STREET,11980850,Open
18,,2018-01-19,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-02-02,C,10,43,VIOLATION DISMISSED,2018-04-16,9,411,411,2018-01-18,40.61321,-74.032762,7501,411,,,SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED  AT CELLAR,5996717,2018-01-22,Original,Bay Ridge,672,2018-02-04,2018-01-30,11209,383498,Cellar,11480,99 STREET,12200409,Close
19,1,2017-09-19,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-08,B,10,43,VIOLATION DISMISSED,2018-01-19,9,411,411,2017-09-18,40.61321,-74.032762,7501,411,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5853768,2017-09-20,Original,Bay Ridge,702,2017-11-08,2017-10-25,11209,383498,1,11480,99 STREET,11980840,Close
20,1,2017-09-19,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-08,B,10,43,VIOLATION DISMISSED,2018-01-19,9,411,411,2017-09-18,40.61321,-74.032762,7501,411,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5853768,2017-09-20,Original,Bay Ridge,1503,2017-11-08,2017-10-25,11209,383498,1,11480,99 STREET,11980843,Close
21,1,2018-01-18,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-01-31,C,10,43,VIOLATION DISMISSED,2018-04-13,9,411,411,2018-01-18,40.61321,-74.032762,7501,411,,,"SECTION 27-2029 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5995952,2018-01-19,Original,Bay Ridge,666,2018-01-31,2018-01-19,11209,383498,1,11480,99 STREET,12200401,Close
22,,2018-04-23,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-05-08,B,10,43,VIOLATION DISMISSED,2018-07-19,9,411,411,2018-04-20,40.61321,-74.032762,7501,411,,,"SECTION 27-2005, 2007 ADM CODE  REMOVE ALL ENCUMBRANCES CONSISTING OF HOUSEHOLD ITEMS BLOCKING THE BULKHEAD DOOR  AT PUBLIC HALL, 4th STORY",6072613,2018-04-24,Original,Bay Ridge,538,2018-06-12,2018-05-29,11209,383498,4,11480,99 STREET,12346913,Close
23,1,2018-01-19,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-02-02,B,10,43,VIOLATION DISMISSED,2018-04-16,9,411,411,2018-01-18,40.61321,-74.032762,7501,411,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5996716,2018-01-22,Original,Bay Ridge,1503,2018-03-12,2018-02-26,11209,383498,1,11480,99 STREET,12200403,Close
24,,2018-01-01,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-01-17,C,10,43,NOV CERTIFIED LATE,2018-01-17,4,411,411,2018-01-01,40.61321,-74.032762,7501,411,,,"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING   AT PUBLIC HALL, 1st STORY",5973261,2018-01-02,Original,Bay Ridge,671,2018-01-15,2018-01-10,11209,383498,1,11480,99 STREET,12167531,Open
25,1,2018-01-03,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-01-25,B,10,43,VIOLATION DISMISSED,2018-04-09,9,411,411,2018-01-03,40.61321,-74.032762,7501,411,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5975183,2018-01-04,Original,Bay Ridge,702,2018-02-22,2018-02-08,11209,383498,1,11480,99 STREET,12170600,Close
26,1,2018-01-03,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-01-22,C,10,43,VIOLATION CLOSED,2018-01-28,19,411,411,2018-01-03,40.61321,-74.032762,7501,411,,,"SECTION 27-2028, 2032 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FROM AN APPROVED CENTRAL HEATING SYSTEM, OR AN APPROVED SYSTEM OF GAS OR ELECTRICAL HEATING IN GOOD OPERATING CONDITION FOR THE DWELLING UNIT IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5975356,2018-01-04,Original,Bay Ridge,664,2018-01-16,2018-01-04,11209,383498,1,11480,99 STREET,12170601,Close
27,1,2018-01-11,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-01-23,C,10,43,VIOLATION DISMISSED,2018-04-05,9,411,411,2018-01-10,40.61321,-74.032762,7501,411,,,"SECTION 27-2029 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5989834,2018-01-12,Original,Bay Ridge,666,2018-01-23,2018-01-11,11209,383498,1,11480,99 STREET,12186287,Close
28,3,2018-04-29,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-05-29,C,10,43,VIOLATION CLOSED,2018-06-04,19,411,411,2018-04-25,40.61321,-74.032762,7501,411,,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 6; WG TO REPLACE = 0; WG TO REPAIR = 0;          IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",6077591,2018-04-30,Original,Bay Ridge,790,2018-06-02,2018-05-28,11209,383498,3,11480,99 STREET,12358709,Close
29,2,2018-04-29,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-05-29,C,10,43,NOT COMPLIED WITH,2018-06-04,21,411,411,2018-04-25,40.61321,-74.032762,7501,411,,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 04; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",6077590,2018-04-30,Original,Bay Ridge,790,2018-06-02,2018-05-28,11209,383498,2,11480,99 STREET,12357185,Open
30,1,2017-06-28,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-08-01,C,10,43,VIOLATION DISMISSED,2017-10-12,9,411,411,2017-06-25,40.61321,-74.032762,7501,411,,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 3; WG TO REPLACE = 0; WG TO REPAIR = 3;           IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5789187,2017-06-29,Original,Bay Ridge,790,2017-08-01,2017-07-27,11209,383498,1,11480,99 STREET,11852473,Close
31,,2017-06-28,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-10-16,A,10,43,VIOLATION DISMISSED,2017-12-27,9,411,411,2017-06-25,40.61321,-74.032762,7501,411,,,"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX SIGN MISSIGN ON WALL  AT PUBLIC HALL, 1st STORY",5789185,2017-06-29,Original,Bay Ridge,700,2017-10-16,2017-10-02,11209,383498,1,11480,99 STREET,11852480,Close
32,,2017-06-28,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-10-16,A,10,43,VIOLATION DISMISSED,2017-12-27,9,411,411,2017-06-25,40.61321,-74.032762,7501,411,,,"SECTION 329, M/D LAW AND DEPT. RULES AND REGS.  PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR FRAME MISSING ON WALL  AT PUBLIC HALL, 1st STORY",5789185,2017-06-29,Original,Bay Ridge,484,2017-10-16,2017-10-02,11209,383498,1,11480,99 STREET,11852482,Close
33,1,2018-01-19,3061317501,3156033,6131,3,BROOKLYN,934382,162,2018-02-02,B,10,43,VIOLATION DISMISSED,2018-04-16,9,411,411,2018-01-18,40.61321,-74.032762,7501,411,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5996716,2018-01-22,Original,Bay Ridge,702,2018-03-12,2018-02-26,11209,383498,1,11480,99 STREET,12200405,Close
34,,2017-08-11,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-29,A,10,43,VIOLATION DISMISSED,2018-02-09,9,411,411,2017-08-10,40.61321,-74.032762,7501,411,,,"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL",5825039,2017-08-14,Original,Bay Ridge,1501,2017-12-01,2017-11-17,11209,383498,All Stories,11480,99 STREET,11923001,Close
35,,2017-08-11,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-29,A,10,43,VIOLATION DISMISSED,2018-02-09,9,411,411,2017-08-10,40.61321,-74.032762,7501,411,,,SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL,5825039,2017-08-14,Original,Bay Ridge,500,2017-12-01,2017-11-17,11209,383498,All Stories,11480,99 STREET,11923806,Close
36,1,2017-10-30,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-08,B,10,43,VIOLATION DISMISSED,2018-01-19,9,411,411,2017-10-30,40.61321,-74.032762,7501,411,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",5884956,2017-10-31,Original,Bay Ridge,702,2017-12-19,2017-12-05,11209,383498,1,11480,99 STREET,12042766,Close
37,1,2017-10-30,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-29,C,10,43,VIOLATION DISMISSED,2018-02-09,9,411,411,2017-10-30,40.61321,-74.032762,7501,411,,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 5;         IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",5884957,2017-10-31,Original,Bay Ridge,790,2017-12-03,2017-11-28,11209,383498,1,11480,99 STREET,12042762,Close
38,1,2017-10-30,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-12-18,B,10,43,VIOLATION DISMISSED,2018-02-28,9,411,411,2017-10-30,40.61321,-74.032762,7501,411,,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT  CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",5884956,2017-10-31,Original,Bay Ridge,583,2017-12-19,2017-12-05,11209,383498,1,11480,99 STREET,12042777,Close
39,1,2017-10-30,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-12-18,B,10,43,VIOLATION DISMISSED,2018-02-28,9,411,411,2017-10-30,40.61321,-74.032762,7501,411,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",5884956,2017-10-31,Original,Bay Ridge,508,2017-12-19,2017-12-05,11209,383498,1,11480,99 STREET,12042779,Close
40,,2017-10-30,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-28,A,10,43,VIOLATION DISMISSED,2018-02-08,9,411,411,2017-10-30,40.61321,-74.032762,7501,411,,,"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",5884955,2017-10-31,Original,Bay Ridge,500,2018-02-17,2018-02-03,11209,383498,1,11480,99 STREET,12042782,Close
41,1,2017-10-25,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-08,B,10,43,VIOLATION DISMISSED,2018-01-19,9,411,411,2017-10-24,40.61321,-74.032762,7501,411,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5881548,2017-10-26,Original,Bay Ridge,1503,2017-12-14,2017-11-30,11209,383498,1,11480,99 STREET,12035114,Close
42,1,2017-10-25,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-08,B,10,43,VIOLATION DISMISSED,2018-01-19,9,411,411,2017-10-24,40.61321,-74.032762,7501,411,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",5881548,2017-10-26,Original,Bay Ridge,702,2017-12-14,2017-11-30,11209,383498,1,11480,99 STREET,12035116,Close
43,1,2017-10-31,3061317501,3156033,6131,3,BROOKLYN,934382,162,2017-11-08,B,10,43,VIOLATION DISMISSED,2018-01-19,9,411,411,2017-10-30,40.61321,-74.032762,7501,411,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",5885745,2017-11-01,Original,Bay Ridge,1503,2017-12-20,2017-12-06,11209,383498,1,11480,99 STREET,12042772,Close
0,,2015-03-04,3075577501,3205836,7557,3,BROOKLYN,947803,774,,I,14,45,VIOLATION DISMISSED,2016-01-13,9,145,145,2015-03-04,40.632714,-73.948826,7501,145,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Flatbush,780,,,11210,384478,,53980,KENILWORTH PLACE,10611437,Close
1,,2015-10-20,3075577501,3205836,7557,3,BROOKLYN,947803,774,,I,14,45,VIOLATION DISMISSED,2016-01-13,9,145,145,2015-10-20,40.632714,-73.948826,7501,145,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Flatbush,780,,,11210,384478,,53980,KENILWORTH PLACE,10970267,Close
2,,2016-11-29,3075577501,3205836,7557,3,BROOKLYN,947803,774,,I,14,45,VIOLATION DISMISSED,2016-11-30,9,145,145,2016-11-29,40.632714,-73.948826,7501,145,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Flatbush,780,,,11210,384478,,53980,KENILWORTH PLACE,11547860,Close
3,4A,2013-05-28,3075577501,3205836,7557,3,BROOKLYN,947803,774,,B,14,45,NOV SENT OUT,2013-05-29,2,145,145,2013-05-26,40.632714,-73.948826,7501,145,,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING AND WEST WALL.  IN THE 3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 4A, 3rd STORY, APARTMENT AT  WEST",4627626,2013-05-29,Original,Flatbush,583,2013-07-17,2013-07-03,11210,384478,3,53980,KENILWORTH PLACE,9850832,Open
4,4A,2013-05-28,3075577501,3205836,7557,3,BROOKLYN,947803,774,,B,14,45,NOV SENT OUT,2013-05-29,2,145,145,2013-05-26,40.632714,-73.948826,7501,145,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOFFIT OVER THE ENTRANCE TO BALCONY  IN THE 3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 4A, 3rd STORY, APARTMENT AT  WEST",4627626,2013-05-29,Original,Flatbush,508,2013-07-17,2013-07-03,11210,384478,3,53980,KENILWORTH PLACE,9850835,Open
5,,2017-12-11,3075577501,3205836,7557,3,BROOKLYN,947803,774,,I,14,45,INFO NOV SENT OUT,2017-12-11,27,145,145,2017-12-11,40.632714,-73.948826,7501,145,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Flatbush,780,,,11210,384478,,53980,KENILWORTH PLACE,12141032,Open
6,4A,2013-05-28,3075577501,3205836,7557,3,BROOKLYN,947803,774,,C,14,45,VIOLATION CLOSED,2013-08-09,19,145,145,2013-05-26,40.632714,-73.948826,7501,145,,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0;         LOCATED AT APT 4A, 3rd STORY, APARTMENT AT  WEST",4627627,2013-05-29,Original,Flatbush,790,2013-07-01,2013-06-26,11210,384478,3,53980,KENILWORTH PLACE,9850868,Close
0,,2015-02-17,3086737501,3000000,8673,3,BROOKLYN,952036,362,,I,13,48,VIOLATION DISMISSED,2015-08-07,9,3066,3066,2015-02-17,40.577749,-73.963487,61,3058,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Brighton Beach,780,,,11220,385890,,0,BRIGHTON 4 STREET,10560711,Close
1,,2016-11-29,3086737501,3000000,8673,3,BROOKLYN,952036,362,,I,13,48,VIOLATION DISMISSED,2017-05-04,9,3066,3066,2016-11-29,40.577749,-73.963487,61,3058,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Brighton Beach,780,,,11220,385890,,0,BRIGHTON 4 STREET,11548132,Close
2,,2017-12-11,3086737501,3000000,8673,3,BROOKLYN,952036,362,,I,13,48,VIOLATION DISMISSED,2018-02-20,9,3066,3066,2017-12-11,40.577749,-73.963487,61,3058,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Brighton Beach,780,,,11220,385890,,0,BRIGHTON 4 STREET,12141356,Close
0,,2017-03-02,4000067501,4541408,6,4,QUEENS,945536,1,2017-03-16,C,2,26,VIOLATION DISMISSED,2017-05-30,9,1-55,1-55,2017-02-28,40.742292,-73.959358,7501,1-55,,,"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF A DOUBLE CYCLINDER LOCK AT THE EAST ENTRY DOOR AT THE FRONT OF THE BUILDING   AT PUBLIC HALL, 1st STORY",5696253,2017-03-03,Original,Hunters Point-Sunnyside-West Maspeth,526,2017-03-16,2017-03-11,11101,430670,1,36490,BORDEN AVENUE,11674411,Close
1,,2017-03-02,4000067501,4541408,6,4,QUEENS,945536,1,2017-04-17,A,2,26,VIOLATION CLOSED,2017-06-06,19,1-55,1-55,2017-02-28,40.742292,-73.959358,7501,1-55,,,"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING  AT PUBLIC HALL, 1st STORY",5696252,2017-03-03,Original,Hunters Point-Sunnyside-West Maspeth,700,2017-06-20,2017-06-06,11101,430670,1,36490,BORDEN AVENUE,11674429,Close
2,,2017-03-02,4000067501,4541408,6,4,QUEENS,945536,1,2017-04-17,A,2,26,VIOLATION CLOSED,2017-12-05,19,1-55,1-55,2017-02-28,40.742292,-73.959358,7501,1-55,,,"SECTION 329, M/D LAW AND DEPT. RULES AND REGS.  PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING  AT PUBLIC HALL, 1st STORY",5696252,2017-03-03,Original,Hunters Point-Sunnyside-West Maspeth,484,2017-06-20,2017-06-06,11101,430670,1,36490,BORDEN AVENUE,11674424,Close
