index,date_utc,full_text,geoenabled,location,long_lat,user
1449,Sat Sep 16 21:33:46 +0000 2017,"Here are 10 out of 24 photos from the ""Simply Elegant"" set ft @jessiestmcleod. See the rest in… https://t.co/ucUGxjKoZ6",TRUE,Buffalo. NY,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",WriterCRShipman
1450,Sat Sep 16 21:26:20 +0000 2017,"When I did my shoot with @jessiestmcleod , I actually didn't have  big plan for her yet. She… https://t.co/bEmGFmzJ9C",TRUE,Buffalo. NY,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",WriterCRShipman
1451,Sat Sep 16 20:19:43 +0000 2017,Cleared: Construction on #NY5 EB at I-190 Niagara Expressway,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511NY
1452,Sat Sep 16 20:19:43 +0000 2017,Cleared: Construction on #NY5 EB at I-190 Niagara Expressway,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511nyWNY
1453,Sat Sep 16 20:02:46 +0000 2017,Cleared: Closure on #NY5 EB at I-190 Niagara Expressway,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511NY
1454,Sat Sep 16 20:02:46 +0000 2017,Cleared: Closure on #NY5 EB at I-190 Niagara Expressway,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511nyWNY
1455,Sat Sep 16 20:01:46 +0000 2017,Updated: Construction on #NY5 EB at I-190 Niagara Expressway https://t.co/RJc29KBryg,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511NY
1456,Sat Sep 16 20:01:45 +0000 2017,Updated: Construction on #NY5 EB at I-190 Niagara Expressway https://t.co/bhr1AkzeFO,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511nyWNY
1457,Sat Sep 16 15:02:13 +0000 2017,"You don't get days like today too often, especially mid… https://t.co/lkoHCUB6U6",TRUE,"Depew, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",shannonsimon81
1458,Sat Sep 16 11:01:50 +0000 2017,Closure on #NY5 EB at I-190 Niagara Expressway https://t.co/DrNvAvMIE6,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511NY
1459,Sat Sep 16 11:01:47 +0000 2017,Closure on #NY5 EB at I-190 Niagara Expressway https://t.co/er8zSolaa9,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511nyWNY
1460,Fri Sep 15 22:55:35 +0000 2017,"Here for the Epic church event (at @CanalsideBflo in Buffalo, NY) https://t.co/KRYtrsklgr",TRUE,Western New York,"{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",Oceanzil
1461,Fri Sep 15 18:37:11 +0000 2017,Cleared: Construction on #Route5 WB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511nyWNY
1462,Fri Sep 15 17:08:13 +0000 2017,"I'm at @CanalsideBflo in Buffalo, NY https://t.co/vhZtRhvjD3",TRUE,"East Aurora, NY","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",MitchMirsky
1463,Fri Sep 15 16:30:33 +0000 2017,Throw your bride I the air like you just don't care! 😂 #engagement #canalside #buffalove… https://t.co/Xvh8Gkl7xo,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",bongoray
1464,Thu Sep 14 22:39:13 +0000 2017,Construction on #Route5 WB at at I-190 https://t.co/Kzg0Cjx1AD,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511nyWNY
1465,Thu Sep 14 21:47:10 +0000 2017,Cleared: Incident on #Route5 WB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87858, 42.87763]}",511nyWNY
1466,Thu Sep 14 21:04:07 +0000 2017,Incident on #Route5 WB at 0.04 miles beyond I-190 https://t.co/kFpMjaW38h,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87858, 42.87763]}",511NY
1467,Thu Sep 14 21:04:07 +0000 2017,Incident on #Route5 WB at 0.04 miles beyond I-190 https://t.co/NtOi92zhYB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87858, 42.87763]}",511nyWNY
1468,Thu Sep 14 19:11:24 +0000 2017,#tbt to that time I sat on the edge of the giant Adirondack chair and slid all the way back.… https://t.co/ZB3U8hLYUI,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",jimich527
1469,Thu Sep 14 18:38:07 +0000 2017,Cleared: Construction on #Route5 WB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511nyWNY
1470,Thu Sep 14 18:38:07 +0000 2017,Cleared: Construction on #Route5 WB,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511NY
1471,Thu Sep 14 08:29:06 +0000 2017,Cleared: Construction on #Route5 EB,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511NY
1472,Thu Sep 14 08:29:06 +0000 2017,Cleared: Construction on #Route5 EB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511nyWNY
1473,Thu Sep 14 02:52:05 +0000 2017,Construction on #Route5 EB at at I-190 https://t.co/AtQtuZ2NUo,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511nyWNY
1474,Thu Sep 14 02:52:05 +0000 2017,Construction on #Route5 EB at at I-190 https://t.co/JnJ1QKiizs,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511NY
1475,Wed Sep 13 22:25:08 +0000 2017,Construction on #Route5 WB at at I-190 https://t.co/QfB5NRKEZF,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511NY
1476,Wed Sep 13 22:25:08 +0000 2017,Construction on #Route5 WB at at I-190 https://t.co/tWLyAF2iHx,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511nyWNY
1477,Wed Sep 13 18:45:07 +0000 2017,Cleared: Construction on #Route5 WB,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511NY
1478,Wed Sep 13 18:45:07 +0000 2017,Cleared: Construction on #Route5 WB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511nyWNY
1479,Wed Sep 13 08:47:09 +0000 2017,Cleared: Construction on #Route5 EB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511nyWNY
1480,Wed Sep 13 08:47:09 +0000 2017,Cleared: Construction on #Route5 EB,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511NY
1481,Wed Sep 13 04:40:03 +0000 2017,Construction on #Route5 EB at at I-190 https://t.co/yr9UmhKZ7s,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511nyWNY
1482,Wed Sep 13 04:40:03 +0000 2017,Construction on #Route5 EB at at I-190 https://t.co/ofTQwWyFwZ,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511NY
1483,Wed Sep 13 01:10:27 +0000 2017,#buffalo #sunset @ Canalside Buffalo https://t.co/l4wxnSmcfJ,TRUE,Russia,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",haywilliathlete
1484,Tue Sep 12 23:35:07 +0000 2017,Didn't take any pics of the bomb tuna nachos I had today so I guess this will do 💝 had a blast… https://t.co/vAgqQ01VmW,TRUE,probs thinking ab cage the elephant,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",mayday_hollie
1485,Tue Sep 12 22:34:15 +0000 2017,Construction on #Route5 WB at at I-190 https://t.co/NkNKvi8FF6,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511nyWNY
1486,Tue Sep 12 22:00:02 +0000 2017,Getting ready to set sail for the final time this season on board the @spiritofbuffalo .  This… https://t.co/bEpVHHPt8M,TRUE,"Williamsville, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",12gatesbrewing
1487,Tue Sep 12 19:13:55 +0000 2017,Worst time to wear a turtleneck sweater... @ Canalside Buffalo https://t.co/z56ipw0vxN,TRUE,"West Seneca, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Sn0wWh1teQu33n
1488,Tue Sep 12 18:52:41 +0000 2017,I told #DJMoneyJane 👩🏻‍💻🎧🤘🏼 that my #body is 🤕still #aching 😩 from that #crazy 🙀 #performance… https://t.co/dTuaDcAa9M,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1489,Tue Sep 12 09:28:18 +0000 2017,Cleared: Construction on #Route5 EB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511nyWNY
1490,Tue Sep 12 09:28:18 +0000 2017,Cleared: Construction on #Route5 EB,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511NY
1491,Tue Sep 12 04:47:13 +0000 2017,Construction on #Route5 EB at at I-190 https://t.co/93y7IElumY,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511NY
1492,Tue Sep 12 04:47:13 +0000 2017,Construction on #Route5 EB at at I-190 https://t.co/i4txgyP0i2,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87859, 42.87834]}",511nyWNY
1493,Mon Sep 11 18:42:11 +0000 2017,Cleared: Construction on #Route5 WB,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87886, 42.87864]}",511NY
1494,Mon Sep 11 18:42:11 +0000 2017,Cleared: Construction on #Route5 WB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87886, 42.87864]}",511nyWNY
1495,Mon Sep 11 18:16:00 +0000 2017,BIG #SHOUTOUT 🗣 to #1️⃣the #Fans 💚🙌🏾🙌🏼🙌🏻🙌🏿🙌🏽 that #Voted ☑️and 🎼came out to the… https://t.co/zpVWufhj6O,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1496,Mon Sep 11 18:16:00 +0000 2017,BIG #SHOUTOUT 🗣 to #1️⃣the #Fans 💚🙌🏾🙌🏼🙌🏻🙌🏿🙌🏽 that #Voted ☑️and 🎼came out to the… https://t.co/zpVWufhj6O,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1497,Mon Sep 11 18:16:00 +0000 2017,BIG #SHOUTOUT 🗣 to #1️⃣the #Fans 💚🙌🏾🙌🏼🙌🏻🙌🏿🙌🏽 that #Voted ☑️and 🎼came out to the… https://t.co/zpVWufhj6O,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1498,Mon Sep 11 02:43:10 +0000 2017,Construction on #Route5 WB at 0.03 miles before I-190 https://t.co/AwcAaVpUTE,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87886, 42.87864]}",511NY
1499,Mon Sep 11 02:43:10 +0000 2017,Construction on #Route5 WB at 0.03 miles before I-190 https://t.co/I7AbTI2lnG,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87886, 42.87864]}",511nyWNY
1500,Mon Sep 11 00:56:37 +0000 2017,my eyes are up here taylor @ Canalside Buffalo https://t.co/LZielUKO3v,FALSE,"Ontario, Canada","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",meaganaversa
1501,Sun Sep 10 23:10:39 +0000 2017,🤘🏿Let's 😆🌟#wish the #ROCKSTAR 🎸#Diva 💃🏽👠 @chachi___ a #happybirthday 🎊 #FelizCumpleanos 🎉 #WEPA… https://t.co/xdVncmq8Yn,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1502,Sun Sep 10 00:08:13 +0000 2017,At this #time 😅 I'd like to 🗣say myyyyy bad 🤣 to everyone holding a #camera 🎥 at the… https://t.co/OQysSX84uG,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1503,Sat Sep 09 19:35:46 +0000 2017,"Boat tour and beer! (at @CanalsideBflo in Buffalo, NY) https://t.co/FGcwE5ft9h",TRUE,In ya head rent-free beotch!,"{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",yamanboo
1504,Sat Sep 09 16:59:50 +0000 2017,Viewing the BUFFALO Fireboat Edward M. Cotter-a National Landmark (@ Buffalo &amp; Erie County Naval &amp; Military Park) https://t.co/jijvnG7bmU,TRUE,Western New York,"{'type': 'Point', 'coordinates': [-78.87979336, 42.87815696]}",Oceanzil
1505,Sat Sep 09 14:52:24 +0000 2017,"Loved this shot. Until that day, I didn't know the Hope Bridge at #canalsidebuffalo had bells on… https://t.co/isObGfYuUb",TRUE,Buffalo. NY,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",WriterCRShipman
1506,Sat Sep 09 14:45:50 +0000 2017,"Here are 10 of 24 photos from ""The Believer"" #cosplay set I did with Hillary as #Naruto. See all… https://t.co/iNlJfJN5T4",TRUE,Buffalo. NY,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",WriterCRShipman
1507,Fri Sep 08 21:39:30 +0000 2017,Not sure when I'd actually wear this but can't go wrong for $60. Hi Gio. @ Canalside Buffalo https://t.co/eHw9zPxzcf,TRUE,The Great State,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",general_devs89
1508,Fri Sep 08 13:36:40 +0000 2017,Closure on #NY5 EB at I-190 Niagara Expressway https://t.co/bhr1AkzeFO,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878, 42.8761]}",511nyWNY
1509,Fri Sep 08 03:07:07 +0000 2017,Cleared: Incident on #Route5 EB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87808, 42.87673]}",511nyWNY
1510,Fri Sep 08 03:07:07 +0000 2017,Cleared: Incident on #Route5 EB,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87808, 42.87673]}",511NY
1511,Fri Sep 08 02:35:08 +0000 2017,Incident on #Route5 EB at 0.11 miles before I-190 https://t.co/tnRrLhWagj,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87808, 42.87673]}",511NY
1512,Fri Sep 08 02:35:08 +0000 2017,Incident on #Route5 EB at 0.11 miles before I-190 https://t.co/N7vZUmE4J7,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87808, 42.87673]}",511nyWNY
1513,Thu Sep 07 21:16:52 +0000 2017,Wildin out 😱at the #TailorMadeMusicFestival 🎼 #labordayweekend 📸😎with the #radio 📻#family… https://t.co/8ZWxmCrZyD,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1514,Thu Sep 07 20:34:27 +0000 2017,Cleared: Incident on #Route5 WB,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511NY
1515,Thu Sep 07 20:34:27 +0000 2017,Cleared: Incident on #Route5 WB,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511nyWNY
1516,Thu Sep 07 20:01:28 +0000 2017,Incident on #Route5 WB at at I-190 https://t.co/OjJcCIKZ5d,TRUE,New York State,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511NY
1517,Thu Sep 07 20:01:28 +0000 2017,Incident on #Route5 WB at at I-190 https://t.co/BrZAWhM1eG,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.87874, 42.87822]}",511nyWNY
1518,Thu Sep 07 15:10:05 +0000 2017,Rock the Bells!!! #Buffalo #BuffaloNY #EricDaceyPhotography #ViewsOfTheNickel #IamBuffalo #716… https://t.co/2SkWD2Ogac,TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Ericdacey
1519,Thu Sep 07 14:59:10 +0000 2017,@wakaflocka x @djwhookid 🔥 Big Homies @ Canalside Buffalo https://t.co/M3QwV5ryIw,TRUE,"UpState, Ny","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DjWire1
1520,Wed Sep 06 18:46:30 +0000 2017,#buffalove @ Canalside Buffalo https://t.co/6vbrXBPtct,TRUE,South Pegulaville,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",cydiahockeyn3rd
1521,Wed Sep 06 16:35:59 +0000 2017,🦅🔥🌵 @ Canalside Buffalo https://t.co/JEiyUqNXJU,TRUE,Fred '17,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Nickshed8
1522,Tue Sep 05 23:17:06 +0000 2017,#TailormadeMusicFestival 🎵 canalsidebflo @AfterDarkEvents @fanbassador was a #movie 📽🎞 Ⓜ️⭕️♈️⚠️📧… https://t.co/I37CXigHxG,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1523,Tue Sep 05 20:05:59 +0000 2017,"Day after Labor Day and the area is dead. (at @LibertyHoundBuf in Buffalo, NY) https://t.co/wobGovRZy6 https://t.co/b6U5OxWD3w",TRUE,"West Seneca, NY",,aNYDeadHd
1524,Tue Sep 05 19:48:10 +0000 2017,When I looked 👀 at some #YouTube  🖥 videos 🎶 and saw the 😮crowd reaction 😱 that their #smash 💥… https://t.co/JjXZpW4OKK,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",DoloChosen1ss
1525,Tue Sep 05 01:38:12 +0000 2017,rollin rollin rollin rollin stones @ Canalside Buffalo https://t.co/YlQqPiuzHC,FALSE,"Ontario, Canada","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",meaganaversa
1526,Tue Sep 05 00:31:35 +0000 2017,Shark Bait!!! #Buffalo #BuffaloNY #EricDaceyPhotography #ViewsOfTheNickel #IamBuffalo #716… https://t.co/j31FaQYxDV,TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Ericdacey
1527,Mon Sep 04 21:34:31 +0000 2017,Canalside #Buffalo #LaborDayWeekend @ Canalside Buffalo https://t.co/B3gqcgc89K,TRUE,"San Francisco, California ",,jacobdbuckley
1528,Mon Sep 04 19:48:48 +0000 2017,#sharkgirl #canalside #716 #teampixel @ Canalside Buffalo https://t.co/osqEsqf2Pg,TRUE,Buffalo/Niagara Area,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Edward_Bartel
1529,Mon Sep 04 19:06:25 +0000 2017,Yoo this shit was so mf lit 😂🤘🏽🤷🏽‍♂️ @ Canalside Buffalo https://t.co/bpXpxSO1xk,TRUE,Paradise,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Maureycm
1530,Mon Sep 04 18:34:50 +0000 2017,Ummmm you have a bird on your head!!! #Buffalo #BuffaloNY #EricDaceyPhotography… https://t.co/QXQGev9cxN,TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Ericdacey
1531,Mon Sep 04 18:19:11 +0000 2017,Yoo this shit was so mf lit 😂🤘🏽🤷🏽‍♂️ @ Canalside Buffalo https://t.co/h5lLNmzvzi,TRUE,Paradise,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Maureycm
1532,Mon Sep 04 18:04:16 +0000 2017,"@trvisxx and @2chainz made getting hit in the face with traffic cones, frisbees and full water… https://t.co/NhIKqM2fhL",TRUE,716,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",xTannerJohnson
1533,Mon Sep 04 17:37:03 +0000 2017,"#roséandcalamari 
 
#Repost @leso716 (get_repost)
・・・
dvbbs #respect #buffalony #dvbbs #leso… https://t.co/CqfOMHLuqQ",TRUE,NY ✈️ TX ,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",GetsNOBitches
1534,Mon Sep 04 14:44:18 +0000 2017,A lot of good sunsets this summer. #nofilter #laborday #latergram #canalsidebuffalo #travelbuf… https://t.co/GWrdpfmKia,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",jimich527
1535,Mon Sep 04 14:34:27 +0000 2017,"#labordayweekend well spent coz even with no plans, with #friends having no #plans is the best… https://t.co/5kJH70v1Lc",TRUE,,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",prateekmathur03
1536,Mon Sep 04 01:55:23 +0000 2017,YOUR BITCH NOT AT HOME SHE AT THE NIGHT SHOW @ Canalside Buffalo https://t.co/RStuPaAvNT,FALSE,"Ontario, Canada","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",meaganaversa
1537,Mon Sep 04 01:34:48 +0000 2017,my favorite💕💁🏼💁🏽 @ Canalside Buffalo https://t.co/ZJTmOksYQD,TRUE,,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",amandasader_
1538,Mon Sep 04 01:07:53 +0000 2017,Enjoying last days of summer 👨‍👩‍👦‍👦 @ Canalside Buffalo https://t.co/5TFMnGmb9y,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",MRAlmalik
1539,Mon Sep 04 00:48:26 +0000 2017,if having a goofy girl was a crime I'd be arrested 🤗 @ Canalside Buffalo https://t.co/SQzmYKgthL,TRUE,Mars,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",bardown_army
1540,Mon Sep 04 00:39:22 +0000 2017,Major accomplishment having seen @trvisxx in concert 3x in one… https://t.co/JPkfhUwecz,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",frisky_frick
1541,Mon Sep 04 00:28:37 +0000 2017,"S'il vous plaît, don't you hate, all through the late night @ Canalside Buffalo https://t.co/EwypMkbdj2",TRUE,YNK,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",1TheLazerShow2
1542,Mon Sep 04 00:16:09 +0000 2017,s/o to trap choir @ Canalside Buffalo https://t.co/jqWHalQU6S,FALSE,,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",brieangelina
1543,Sun Sep 03 23:44:07 +0000 2017,"Dinner. (at @LibertyHoundBuf in Buffalo, NY) https://t.co/14aCvGTreT",TRUE,DMV area,"{'type': 'Point', 'coordinates': [-78.87963306, 42.87730268]}",MDerinLilly
1544,Sun Sep 03 22:51:51 +0000 2017,Only one of us made it through the whole concert @ Canalside Buffalo https://t.co/nFNCPcWDda,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",marianaellling
1545,Sun Sep 03 20:50:23 +0000 2017,"Backyard, we chillin @ Canalside Buffalo https://t.co/5mWCfH3K6f",TRUE,716,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",KayPrix
1546,Sun Sep 03 20:00:57 +0000 2017,"Saw Travis on the one year of bittsm...got thrown into a mosh pit,… https://t.co/hdybA9Rhsd",TRUE,P. Sherman 42 Wallaby Way,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",sydneyloesch
1547,Sun Sep 03 19:09:32 +0000 2017,Travis $cotttt @ Canalside Buffalo https://t.co/kUDn8Q2YOI,TRUE,New York,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",BriannaStiegler
1548,Sun Sep 03 18:18:07 +0000 2017,My mans sweet like candy cane @ Canalside Buffalo https://t.co/Do2h0Z5fpv,TRUE,South Buff,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",marisa_mayy
1549,Sun Sep 03 17:03:24 +0000 2017,Just a little bit of the amazing night last night. More to come! Thanks fans for making this… https://t.co/Ft0SnbRszq,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",Fanbassador
1550,Sun Sep 03 16:26:41 +0000 2017,Ain't making' friends we just making hobbies @ Canalside Buffalo https://t.co/ppVFtpl7fD,TRUE,"Kenmore, NY","{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",XavierBalsano
1551,Sun Sep 03 15:12:58 +0000 2017,M&amp;M's sweet like candy canes @ Canalside Buffalo https://t.co/38p9wLvZAi,TRUE,,"{'type': 'Point', 'coordinates': [-78.87887894, 42.87636136]}",kelseywipperman
